Organisation,Sitz,Gesetzliche Grundlage ihrer Errichtung,Zahl der überwiegend als Interessenvertreter tätigen Personen,Bestätigte geschätzte Kosten der Interessenvertretung in ,Jahr,Webseite
Fachgruppe der gewerblichen Dienstleister,"Meinhardstraße 14, 6020 Innsbruck","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"52644,81",2014,http://www.dienstleister.at
"Fachverband der Garagen-, Tankstellen- und Servicestationsunternehmungen","Wiedner Hauptstraße 63, 1045 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"52679,46",2014,"https://www.wko.at/Content.Node/branchen/oe/TransportVerkehr/Garagen---Tankstellen--und-Servicestationsunternehmungen/Startseite_-_Garagen-,_Tankstellen-"
Fachgruppe Gastronomie,"Europaplatz 1, 9021 Klagenfurt am Wörthersee","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"53873,76",2014,https://www.wko.at/content.Node/branchen/k/Gastronomie/Startseite---Gastronomie--Fachgruppe.html
Fachgruppe der gewerblichen Dienstleister,"Körblergasse 111-113, 8010 Graz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"55206,46",2014,http://wko.at/stmk/ag
Fachgruppe für das Güterbeförderungsgewerbe,"Körblergasse 111-113, 8010 Graz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"55206,46",2014,http://wko.at/stmk/gueter
Fachgruppe Gastronomie,"Körblergasse 111-113, 8010 Graz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"55206,46",2014,http://www.gastronomie-.at
Fachgruppe Gastronomie,"Robert Graf-Platz 1, 7000 Eisenstadt","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"56243,39",2014,https://www.wko.at/content.Node/branchen/b/Gastronomie/Startseite---Gastronomie--Fachgruppe.html
Fachgruppe Hotellerie,"Meinhardstraße 14, 6020 Innsbruck","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"57629,67",2014,https://www.wko.at/content.Node/branchen/t/Hotellerie/Startseite---Hotellerie--Fachgruppe.html
Landesgremium des Einzelhandels mit Mode und Freizeitartikeln,"Schwarzenbergplatz 14, 1040 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"57969,94",2014,http://www.wko.at/wien/mode-freizeitartikel-eh
Landesinnung Bau,"Daniel Granstraße 48, 3100 St. Pölten","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"58196,03",2014,http://www.bau-noe.at
Fachgruppe Hotellerie,"Julius-Raab-Platz 1, 5027 Salzburg","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,58885,2014,https://www.wko.at/content.Node/branchen/sbg/Hotellerie/Startseite---Hotellerie--Fachgruppe.html
Fachverband der Telekommunikations- und Rundfunkunternehmungen,"Wiedner Hauptstraße 63, 1045 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"60901,28",2014,http://wko.at/telekom
Fachgruppe für das Güterbeförderungsgewerbe,"Hessenplatz 3, 4020 Linz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"61441,39",2014,http://wko.at/ooe/transporteure
Fachgruppe für die Beförderungsgewerbe mit Personenkraftwagen,"Julius-Raab-Platz 1, 5027 Salzburg","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,61495,2014,"https://www.wko.at/Content.Node/branchen/sbg/TransportVerkehr/BefoerderungPKW/Startseite_-_Befoerderungsgewerbe_mit_Personenkraftwagen,_F.html"
Fachgruppe Gastronomie,"Julius-Raab-Platz 1, 5027 Salzburg","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,61750,2014,https://www.wko.at/content.Node/branchen/sbg/Gastronomie/Startseite---Gastronomie--Fachgruppe.html
Fachgruppe der Freizeit- und Sportbetriebe,"Judenplatz 3-4, 1010 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"62252,37",2014,http://www.freizeitbetriebe-wien.at
"Landesinnung der Sanitär-, Heizungs- und Lüftungstechniker","Rudolf-Sallinger-Platz 1, 1030 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"62252,37",2014,https://www.wko.at/content.Node/branchen/w/Sanitaer---Heizungs--und-Lueftungstechniker/Startseite-Sanitaer-Heizungs-und-Lueftungstechniker.html
Fachgruppe der Immobilien- und Vermögenstreuhänder,"Schwarzenbergplatz 14, 1041 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"68200,19",2014,https://www.wko.at/content.Node/branchen/w/sparte_iuc/Immobilien--und-Vermoegenstreuhaender/Startseite---Immobilien-Vermoegenstreuhaender-Fachgruppe.html
Fachgruppe für die Beförderungsgewerbe mit Personenkraftwagen,"Schwarzenbergplatz 14, 1041 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"68200,19",2014,"https://www.wko.at/Content.Node/branchen/w/TransportVerkehr/Befoerderungsgewerbe-mit-Personenkraftwagen/Startseite_-_Befoerderungsgewerbe_mit_Personenkraftwagen,_F.html"
Fachgruppe Werbung und Marktkommunikation,"Schwarzenbergplatz 14, 1041 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"68200,19",2014,http://www.werbungwien.at/
Landesinnung Bau,"Wolfengasse 4, 1010 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"68200,19",2014,http://www.bauinnung.at
"Landesinnung der Elektro-, Gebäude-, Alarm- und Kommunikationstechniker","Rudolf-Sallinger-Platz 1, 1030 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"68200,19",2014,https://www.wko.at/content.Node/branchen/w/Elektro-Gebaeude-Alarm-und-Kommunikationstechniker/Startseite-Elektro-Gebaeude-Alarm-Kommunikationstechniker.html
Landesinnung der Lebensmittelgewerbe,"Florianigasse 13, 1080 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"68200,19",2014,http://www.wko.at/wien/lebensmittel
Fachgruppe Gastronomie,"Judenplatz 3-4, 1010 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"68471,69",2014,http://wko.at/wien/gastronomie
Fachverband der Spediteure,"Wiedner Hauptstraße 63, 1045 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"69123,11",2014,http://www.spedition-logistik.at
"Fachverband der Autobus-, Luftfahrt- und Schifffahrtunternehmungen","Wiedner Hauptstraße 63, 1045 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"71178,57",2014,http://wko.at/bus-luft-schiff
Bundesgremium des Handels mit Mode und Freizeitartikeln,"Wiedner Hauptstraße 63, 1045 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"73234,03",2014,http://www.modeundfreizeit.at
Bundesinnung der Tischler und Holzgestaltende Gewerbe,"Wiedner Hauptstraße 63, 1045 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"73234,03",2014,http://www.tischler.at/innungen
"Fachverband der Kino-, Kultur- und Vergnügungsbetriebe","Wiedner Hauptstraße 63, 1045 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"85566,77",2014,http://www.kino-kultur-vergnuegen.at
Fachverband Gastronomie,"Wiedner Hauptstraße 63, 1045 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"91733,14",2014,http://www.gastronomieverband.at
Fachverband der Buch- und Medienwirtschaft,"Wiedner Hauptstraße 57, 1040 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"96871,78",2014,http://www.buchwirtschaft.at/
Fachgruppe der gewerblichen Dienstleister,"Julius-Raab-Platz 1, 5027 Salzburg","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,98076,2014,https://www.wko.at/Content.Node/branchen/sbg/Gewerbliche-Dienstleister/Startseite-Gewerbliche-Dienstleister.html
Fachverband der Banken und Bankiers,"Börsegasse 11, 1013 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"112287,71",2014,"https://www.wko.at/content.Node/branchen/oe/BankVersicherung/Banken-und-Bankiers/Startseite_-_Banken_und_Bankiers,_Fachverband.html"
Fachverband der Fahrschulen und des Allgemeinen Verkehrs,"Wiedner Hauptstraße 63, 1045 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"112287,71",2014,http://wko.at/fahrschulen-allgemeinerverkehr
Fachverband der Film- und Musikwirtschaft,"Wiedner Hauptstraße 63, 1045 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"112287,71",2014,http://www.filmandmusicaustria.at
Fachverband der Glasindustrie,"Wiedner Hauptstraße 63, 1045 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"112287,71",2014,https://www.wko.at/content.Node/branchen/oe/Glasindustrie/Startseite---Glasindustrie--Fachverband.html
Fachverband der Immobilien- und Vermögenstreuhänder,"Wiedner Hauptstraße 57, 1040 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"112287,71",2014,https://www.wko.at/Content.Node/branchen/oe/sparte_iuc/Immobilien--und-Vermoegenstreuhaender/Startseite_-_Immobilien-
Fachverband der Landes-Hypothekenbanken,"Brucknerstraße 8, 1040 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"112287,71",2014,https://www.wko.at/Content.Node/branchen/oe/BankVersicherung/Landes-Hypothekenbanken--Fachverband/Startseite_Landes-Hypothekenbanken__Fachverband.html
Fachverband der Mineralölindustrie,"Wiedner Hauptstraße 63, 1045 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"112287,71",2014,http://www.oil-gas.at
Fachverband der Papierindustrie,"Gumpendorfer Straße 6, 1061 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"112287,71",2014,http://www.austropapier.at
Fachverband der Pensionskassen,"Wiedner Hauptstraße 57, 1040 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"112287,71",2014,http://www.pensionskassen.at
Fachverband der Raiffeisenbanken,"Am Stadtpark 9, 1030 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"112287,71",2014,https://www.wko.at/Content.Node/branchen/oe/BankVersicherung/Raiffeisenbanken--Fachverband/Startseite_Raiffeisenbanken__Fachverband.html
Fachverband der Seilbahnen,"Wiedner Hauptstraße 63, 1045 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",3,"112287,71",2014,http://www.seilbahnen.at
Fachverband der Sparkassen,"Grimmelshausengasse 1, 1030 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"112287,71",2014,https://www.wko.at/Content.Node/branchen/oe/BankVersicherung/Sparkassen--Fachverband/Startseite_Sparkassen__Fachverband.html
Fachverband der Versicherungsunternehmen,"Schwarzenbergplatz 7, 1031 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"112287,71",2014,https://www.wko.at/Content.Node/branchen/oe/BankVersicherung/Versicherungsunternehmen--Fachverband/Startseite_Versicherungsunternehmen__Fachverband.html
Fachverband der Volksbanken,"Löwelstraße 14, 1013 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"112287,71",2014,https://www.wko.at/Content.Node/branchen/oe/BankVersicherung/Volksbanken--Fachverband/Startseite__Volksbanken__Fachverband.html
Fachverband des Energiehandels,"Wiedner Hauptstraße 63, 1045 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"112287,71",2014,http://www.energiehandel.net
Fachverband Entsorgungs- und Ressourcenmanagement,"Wiedner Hauptstraße 57, 1040 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"112287,71",2014,http://www.dieabfallwirtschaft.at
Fachverband Finanzdienstleister,"Wiedner Hauptstraße 63, 1045 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"112287,71",2014,http://wko.at/finanzdienstleister
Fachverband Werbung und Marktkommunikation,"Wiedner Hauptstraße 57, 1040 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"112287,71",2014,http://wko.at/werbung
Bundesinnung Bau,"Schaumburgergasse 20/8, 1040 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",3,"145163,98",2014,http://bau.or.at
Fachverband Bergwerke und Stahl,"Wiedner Hauptstraße 63, 1045 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"145163,98",2014,https://www.wko.at/content.Node/branchen/oe/Bergwerke-und-Stahl/Startseite---Bergwerke-undStahl--Fachverband.html
Fachverband Hotellerie,"Wiedner Hauptstraße 63, 1045 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"145163,98",2014,http://www.hotelverband.at
Bundesinnung der Lebensmittelgewerbe,"Wiedner Hauptstraße 63, 1045 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",3,"156468,99",2014,http://www.lebensmittelgewerbe.at
Fachverband der Elektro- und Elektronikindustrie,"Mariahilfer Straße 37-39, 1060 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",3,"175995,83",2014,http://www.feei.at/
Fachverband der Fahrzeugindustrie,"Wiedner Hauptstraße 63, 1045 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",3,"175995,83",2014,https://www.wko.at/Content.Node/branchen/oe/Fahrzeugindustrie/Startseite_Fahrzeugindustrie__Fachverband.html
Fachverband der Gas- und Wärmeversorgungsunternehmungen,"Schubertring 14 / 3. Stock, 1010 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",3,"175995,83",2014,http://www.gaswaerme.at
Fachverband der Holzindustrie,"Schwarzenbergplatz 4 (FV Holzindustrie), 1037 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",3,"175995,83",2014,http://www.holzindustrie.at
Fachverband der Nahrungs- u.Genussmittelindustrie (Lebensmittelindustrie),"Zaunergasse 1-3, 1030 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",3,"175995,83",2014,http://www.dielebensmittel.at
Fachverband für das Güterbeförderungsgewerbe,"Wiedner Hauptstraße 68, 1040 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"175995,83",2014,http://www.dietransporteure.at
Fachverband Ingenieurbüros,"Schaumburgergasse 20/1, 1040 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"175995,83",2014,http://www.ingenieurbueros.at
Fachverband der chemischen Industrie,"Wiedner Hauptstraße 63, 1045 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",3,"180265,53",2014,http://www.fcio.at/
Fachverband der Schienenbahnen,"Wiedner Hauptstraße 63, 1045 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"180265,53",2014,http://www.schienenbahnen.at
Fachverband der Stein- und keramischen Industrie,"Wiedner Hauptstraße 63, 1045 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",3,"180265,53",2014,http://www.baustoffindustrie.at
"Fachverband der Textil-, Bekleidungs-, Schuh- und Lederindustrie","Wiedner Hauptstraße 63, 1045 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",3,"180265,53",2014,http://www.tbsl.at
Wirtschaftskammer Burgenland,"Robert Graf-Platz 1, 7000 Eisenstadt","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",19,"481953,88",2014,http://wko.at/bgld
Wirtschaftskammer Kärnten,"Europaplatz 1, 9021 Klagenfurt am Wörthersee","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",18,"601139,89",2014,http://wko.at/ktn/
Wirtschaftskammer Tirol,"Meinhardstraße 14, 6020 Innsbruck","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",20,"959532,9",2014,http://WKO.at/
Wirtschaftskammer Vorarlberg,"Wichnergasse 9, 6800 Feldkirch","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",21,"994749,65",2014,http://wko.at/vlbg
Wirtschaftskammer Salzburg,"Julius-Raab-Platz 1, 5027 Salzburg","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",23,1287555,2014,http://wko.at/sbg
Wirtschaftskammer Oberösterreich,"Hessenplatz 3, 4020 Linz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",28,"1438343,6",2014,https://www.wko.at/Content.Node/Interessenvertretung/ooe/index.html
Wirtschaftskammer Steiermark,"Körblergasse 111-113, 8010 Graz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",24,"1445743,55",2014,http://wko.at/stmk
Wirtschaftskammer Niederösterreich,"Landsbergerstraße 1, 3100 St. Pölten","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",25,"1621990,09",2014,http://wko.at/noe
Wirtschaftskammer Wien,"Stubenring 8-10, 1010 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",36,"2390456,56",2014,http://wko.at/wien
Wirtschaftskammer Österreich,"Wiedner Hauptstraße 63, 1045 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",37,"3051695,93",2014,http://wko.at/
"Bundesgremium des Handels mit Maschinen, Computersystemen, Sekundärrohstoffen, technischem und industriellem Bedarf","Wiedner Hauptstraße 63, 1045 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",*,*,2014,http://wko.at/maschinenhandel
Bundesinnung der Fahrzeugtechnik,"Wiedner Hauptstraße 63, 1045 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",*,*,2014,http://www.karosseriefachbetrieb.at
"Fachgruppe der Kino-, Kultur- und Vergnügungsbetriebe","Hessenplatz 3, 4020 Linz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",*,*,2014,https://www.wko.at/Content.Node/branchen/ooe/Kino---Kultur-und-Vergnuegungsbetriebe/Startseite---KinoKulturVergnuegungsbetriebe.html
"Fachgruppe der Maschinen-, Metallwaren- und Gießereiindustrie","Körblergasse 111-113, 8010 Graz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",*,*,2014,http://wko.at/stmk/msbi
"Fachgruppe der Maschinen-, Metallwaren- und Gießereiindustrie","Landsbergerstraße 1, 3100 St. Pölten","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",*,*,2014,http://www.maschinenundmetall.at
Fachgruppe der Personenberatung und Personenbetreuung,"Europaplatz 1, 9021 Klagenfurt am Wörthersee","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",*,*,2014,https://www.wko.at/Content.Node/Dienststellenkontaktseite.html?orgid=47418
Fachgruppe der Personenberatung und Personenbetreuung,"Hessenplatz 3, 4020 Linz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",*,*,2014,https://www.wko.at/Content.Node/branchen/ooe/Personenberatung_Personenbetreuung/Startseite---Personenberatung-und-Personenbetreuung%2C-Fachgr.html
Fachgruppe der Personenberatung und Personenbetreuung,"Julius-Raab-Platz 1, 5027 Salzburg","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",*,*,2014,https://www.wko.at/Content.Node/branchen/sbg/Personenberatung_Personenbetreuung/Startseite---Personenberatung-und-Personenbetreuung.html
Fachgruppe der Personenberatung und Personenbetreuung,"Körblergasse 111-113, 8010 Graz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",*,*,2014,https://www.wko.at/Content.Node/branchen/stmk/Personenberatung_Personenbetreuung/Startseite---Personenberatung-und-Personenbetreuung---Fachg.html
Fachgruppe der Personenberatung und Personenbetreuung,"Landsbergerstraße 1, 3100 St. Pölten","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",*,*,2014,http://wko.at/noe/personenberatung-personenbetreuung
Fachgruppe der Personenberatung und Personenbetreuung,"Meinhardstraße 14, 6020 Innsbruck","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",*,*,2014,http://wko.at//personenberatung
Fachgruppe der Personenberatung und Personenbetreuung,"Robert Graf-Platz 1, 7000 Eisenstadt","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",*,*,2014,"https://www.wko.at/Content.Node/branchen/b/Personenberatung-Personenbetreuung/Startseite---Personenberatung-und-Personenbetreuung,-Fachve.html"
Fachgruppe der Personenberatung und Personenbetreuung,"Rudolf-Sallinger-Platz 1, 1030 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",*,*,2014,http://www.wko.at/wien/personenberatung
Fachgruppe der Personenberatung und Personenbetreuung,"Wichnergasse 9, 6800 Feldkirch","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",*,*,2014,"https://www.wko.at/Content.Node/branchen/vbg/Personenberatung_Personenbetreuung/Startseite---Personenberatung-und-Personenbetreuung,-Fachve.html"
Fachgruppe der persönlichen Dienstleister,"Europaplatz 1, 9021 Klagenfurt am Wörthersee","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",*,*,2014,"https://www.wko.at/Content.Node/branchen/k/Persoenliche_Dienstleister/Startseite---Persoenliche-Dienstleister,-Fachgruppe.html"
Fachgruppe der persönlichen Dienstleister,"Hessenplatz 3, 4020 Linz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",*,*,2014,"https://www.wko.at/Content.Node/branchen/ooe/Persoenliche_Dienstleister/Startseite---Persoenliche-Dienstleister,-Fachgruppe.html"
Fachgruppe der persönlichen Dienstleister,"Julius-Raab-Platz 1, 5027 Salzburg","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",*,*,2014,https://www.wko.at/Content.Node/branchen/sbg/Persoenliche_Dienstleister/Startseite.html
Fachgruppe der persönlichen Dienstleister,"Körblergasse 111-113, 8010 Graz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",*,*,2014,https://www.wko.at/Content.Node/branchen/stmk/Persoenliche_Dienstleister/Startseite---Persoenliche-Dienstleister.html
Fachgruppe der persönlichen Dienstleister,"Landsbergerstraße 1, 3100 St. Pölten","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",*,*,2014,http://wko.at/noe/persoenliche-dienstleister
Fachgruppe der persönlichen Dienstleister,"Meinhardstraße 14, 6020 Innsbruck","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",*,*,2014,http://wko.at//persoenlichedienstleister
Fachgruppe der persönlichen Dienstleister,"Robert Graf-Platz 1, 7000 Eisenstadt","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",*,*,2014,"https://www.wko.at/Content.Node/branchen/b/Persoenliche-Dienstleister/Startseite---Persoenliche-Dienstleister,-Fachverband.html"
Fachgruppe der persönlichen Dienstleister,"Rudolf-Sallinger-Platz 1, 1030 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",*,*,2014,http://persönliche-dienstleister.wien
Fachgruppe der persönlichen Dienstleister,"Wichnergasse 9, 6800 Feldkirch","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",*,*,2014,"https://www.wko.at/Content.Node/branchen/vbg/Persoenliche_Dienstleister/Startseite---Persoenliche-Dienstleister,-Fachverband.html"
Fachgruppe der Seilbahnen,"Hessenplatz 3, 4020 Linz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",*,*,2014,"https://www.wko.at/Content.Node/branchen/ooe/TransportVerkehr/Seilbahnen/Startseite_-_Seilbahnen,_Fachgruppe.html"
